,PublishDate,Scrip,Title,today,tomorrow,day_after_tomorrow,normalized_headline
0,2019-04-28,EBL1STMF,Weekly NAV,1,0,0,weekly nav
1,2019-04-25,EBL1STMF,Trustee Meeting schedule under LR 16(1),1,0,0,trustee meeting schedule under lr 161
2,2019-04-25,EBL1STMF,Trustee Meeting schedule under LR 16(1),1,0,0,trustee meeting schedule under lr 161
3,2019-04-21,EBL1STMF,Weekly NAV,0,0,0,weekly nav
4,2019-04-15,EBL1STMF,Weekly NAV,0,0,1,weekly nav
5,2019-04-07,EBL1STMF,Weekly NAV,0,0,0,weekly nav
6,2019-03-31,EBL1STMF,Weekly NAV,0,0,0,weekly nav
7,2019-03-24,EBL1STMF,Weekly NAV,1,1,0,weekly nav
8,2019-03-18,EBL1STMF,Weekly NAV,0,0,0,weekly nav
9,2019-03-10,EBL1STMF,Weekly NAV,1,0,0,weekly nav
10,2019-03-03,EBL1STMF,Weekly NAV,0,1,0,weekly nav
11,2019-02-24,EBL1STMF,Weekly NAV,0,0,0,weekly nav
12,2019-02-17,EBL1STMF,Weekly NAV,0,1,0,weekly nav
13,2019-02-10,EBL1STMF,Weekly NAV,0,0,1,weekly nav
14,2019-02-03,EBL1STMF,Weekly NAV,0,0,1,weekly nav
15,2019-01-31,EBL1STMF,Q2 Financials,0,0,0,q2 financials
16,2019-01-27,EBL1STMF,Trustee Meeting schedule under LR 16(1),1,0,1,trustee meeting schedule under lr 161
17,2019-01-27,EBL1STMF,Weekly NAV,1,0,1,weekly nav
18,2019-01-20,EBL1STMF,Weekly NAV,1,0,0,weekly nav
19,2019-01-13,EBL1STMF,Weekly NAV,1,1,0,weekly nav
20,2019-01-06,EBL1STMF,Weekly NAV,1,1,0,weekly nav
21,2019-01-01,EBL1STMF,Weekly NAV,0,1,1,weekly nav
22,2018-12-23,EBL1STMF,Weekly NAV,0,1,0,weekly nav
23,2018-12-17,EBL1STMF,Weekly NAV,0,0,1,weekly nav
24,2018-12-09,EBL1STMF,Weekly NAV,0,0,0,weekly nav
25,2018-12-02,EBL1STMF,Weekly NAV,0,0,1,weekly nav
26,2018-11-25,EBL1STMF,Weekly NAV,1,1,0,weekly nav
27,2018-11-18,EBL1STMF,Weekly NAV,0,0,0,weekly nav
28,2018-11-14,EBL1STMF,Q1 Financials,0,0,0,q1 financials
29,2018-11-11,EBL1STMF,Weekly NAV,0,0,1,weekly nav
30,2018-11-11,EBL1STMF,Trustee Committee Meeting under LR 16(1),0,0,1,trustee committee meeting under lr 161
31,2018-11-04,EBL1STMF,Weekly NAV,0,1,0,weekly nav
32,2018-10-28,EBL1STMF,Weekly NAV,1,0,1,weekly nav
33,2018-10-21,EBL1STMF,Weekly NAV,0,0,0,weekly nav
34,2018-10-14,EBL1STMF,Weekly NAV,0,0,0,weekly nav
35,2018-10-07,EBL1STMF,Weekly NAV,1,1,0,weekly nav
36,2018-10-03,EBL1STMF,Dividend Disbursement,0,0,0,dividend disbursement
37,2018-09-30,EBL1STMF,Weekly NAV,0,0,1,weekly nav
38,2018-09-25,EBL1STMF,Dividend Disbursement,0,1,0,dividend disbursement
39,2018-09-23,EBL1STMF,Weekly NAV,1,0,0,weekly nav
40,2018-09-16,EBL1STMF,Weekly NAV,0,0,0,weekly nav
41,2018-09-13,EBL1STMF,Resumption after record date,0,0,0,resumption after record date
43,2018-09-13,EBL1STMF,Information for Brokerage House/Merchant Bank regarding Margin Loan,0,0,0,information for brokerage housemerchant bank regarding margin loan
44,2018-09-12,EBL1STMF,Suspension for Record Date,0,0,0,suspension for record date
45,2018-09-10,EBL1STMF,Spot News,0,1,0,spot news
46,2018-09-09,EBL1STMF,Weekly NAV,1,0,1,weekly nav
47,2018-09-03,EBL1STMF,Weekly NAV,0,0,1,weekly nav
48,2018-08-30,EBL1STMF,Information for the Unit Holders,0,0,0,information for the unit holders
49,2018-08-26,EBL1STMF,Weekly NAV,0,0,1,weekly nav
50,2018-08-19,EBL1STMF,Weekly NAV,0,0,0,weekly nav
51,2018-08-16,EBL1STMF,Price Limit Open,0,0,0,price limit open
53,2018-08-16,EBL1STMF,Dividend Declaration,0,0,0,dividend declaration
54,2018-08-12,EBL1STMF,Weekly NAV,1,0,1,weekly nav
55,2018-08-07,EBL1STMF,Trustee Committee Meeting schedule under LR 19(1),0,1,1,trustee committee meeting schedule under lr 191
56,2018-08-05,EBL1STMF,Weekly NAV,1,0,0,weekly nav
57,2018-07-29,EBL1STMF,Weekly NAV,1,1,1,weekly nav
58,2018-07-22,EBL1STMF,Weekly NAV,1,0,0,weekly nav
59,2018-07-15,EBL1STMF,Weekly NAV,0,0,0,weekly nav
60,2018-07-08,EBL1STMF,Weekly NAV,0,0,1,weekly nav
61,2018-07-02,EBL1STMF,Weekly NAV,0,0,1,weekly nav
62,2018-06-24,EBL1STMF,Weekly NAV,0,0,1,weekly nav
63,2018-06-18,EBL1STMF,Weekly NAV,1,1,1,weekly nav
64,2018-06-10,EBL1STMF,Weekly NAV,1,0,0,weekly nav
65,2018-06-03,EBL1STMF,Weekly NAV,0,0,1,weekly nav
66,2018-05-27,EBL1STMF,Weekly NAV,1,0,1,weekly nav
67,2018-05-20,EBL1STMF,Weekly NAV,0,0,0,weekly nav
68,2018-05-13,EBL1STMF,Weekly NAV,0,0,1,weekly nav
69,2018-05-13,EBL1STMF,Weekly NAV,0,0,1,weekly nav
70,2018-05-06,EBL1STMF,Weekly NAV,1,0,1,weekly nav
71,2018-04-30,EBL1STMF,Weekly NAV,0,0,0,weekly nav
72,2018-04-24,EBL1STMF,Q3 Financials,1,1,0,q3 financials
73,2018-04-22,EBL1STMF,Trustee Meeting schedule under LR 16(1),1,0,1,trustee meeting schedule under lr 161
74,2018-04-22,EBL1STMF,Weekly NAV,1,0,1,weekly nav
75,2018-04-15,EBL1STMF,Weekly NAV,0,1,0,weekly nav
76,2018-04-08,EBL1STMF,Weekly NAV,0,1,0,weekly nav
77,2018-04-01,EBL1STMF,Weekly NAV,0,1,0,weekly nav
78,2018-03-25,EBL1STMF,Weekly NAV,0,0,0,weekly nav
79,2018-03-18,EBL1STMF,Weekly NAV,1,0,0,weekly nav
80,2018-03-11,EBL1STMF,Weekly NAV,0,0,0,weekly nav
81,2018-03-04,EBL1STMF,Weekly NAV,1,0,0,weekly nav
82,2018-02-25,EBL1STMF,Weekly NAV,0,0,1,weekly nav
83,2018-02-18,EBL1STMF,Weekly NAV,0,0,0,weekly nav
84,2018-02-11,EBL1STMF,Weekly NAV,0,1,0,weekly nav
85,2018-02-04,EBL1STMF,Weekly NAV,1,0,1,weekly nav
86,2018-01-31,EBL1STMF,Q2 Financials,1,0,0,q2 financials
87,2018-01-28,EBL1STMF,Weekly NAV,0,1,1,weekly nav
88,2018-01-25,EBL1STMF,Trustee Meeting schedule under LR 16(1),1,0,0,trustee meeting schedule under lr 161
89,2018-01-21,EBL1STMF,Weekly NAV,1,0,1,weekly nav
90,2018-01-14,EBL1STMF,Weekly NAV,1,0,0,weekly nav
91,2018-01-10,EBL1STMF,Sale confirmation of Corporate Sponsor,1,1,0,sale confirmation of corporate sponsor
92,2018-01-07,EBL1STMF,Weekly NAV,1,0,1,weekly nav
93,2018-01-02,EBL1STMF,Sale Declaration of Corporate Sponsor,0,1,1,sale declaration of corporate sponsor
94,2018-01-01,EBL1STMF,Weekly NAV,0,0,1,weekly nav
95,2017-12-24,EBL1STMF,Weekly NAV,1,0,1,weekly nav
96,2017-12-17,EBL1STMF,Weekly NAV,0,1,0,weekly nav
97,2017-12-10,EBL1STMF,Weekly NAV,0,0,0,weekly nav
98,2017-12-03,EBL1STMF,Weekly NAV,1,1,0,weekly nav
99,2017-11-26,EBL1STMF,Weekly NAV,1,1,0,weekly nav
100,2017-11-19,EBL1STMF,Weekly NAV,1,1,0,weekly nav
101,2017-11-13,EBL1STMF,Q1 Financials,1,1,1,q1 financials
102,2017-11-12,EBL1STMF,Weekly NAV,0,1,1,weekly nav
103,2017-11-07,EBL1STMF,Board Meeting schedule under LR 16(1),0,0,0,board meeting schedule under lr 161
104,2017-11-05,EBL1STMF,Weekly NAV,1,0,0,weekly nav
105,2017-10-29,EBL1STMF,Weekly NAV,0,1,1,weekly nav
106,2017-10-22,EBL1STMF,Weekly NAV,0,1,0,weekly nav
107,2017-10-15,EBL1STMF,Weekly NAV,1,1,1,weekly nav
108,2017-10-08,EBL1STMF,Weekly NAV,0,1,1,weekly nav
109,2017-10-02,EBL1STMF,Cash Dividend Disbursement,1,1,1,cash dividend disbursement
110,2017-10-02,EBL1STMF,Weekly NAV,1,1,1,weekly nav
111,2017-09-24,EBL1STMF,Weekly NAV,1,1,1,weekly nav
112,2017-09-19,EBL1STMF,Dividend Disbursement,1,1,1,dividend disbursement
113,2017-09-17,EBL1STMF,Weekly NAV,1,1,1,weekly nav
114,2017-09-10,EBL1STMF,Weekly NAV,1,1,1,weekly nav
115,2017-09-05,EBL1STMF,Resumption after Record Date,0,1,1,resumption after record date
117,2017-09-05,EBL1STMF,Information for Brokerage House/Merchant Bank regarding Margin Loan,0,1,1,information for brokerage housemerchant bank regarding margin loan
118,2017-09-04,EBL1STMF,Suspension for Record Date,0,0,1,suspension for record date
119,2017-09-04,EBL1STMF,Weekly NAV,0,0,1,weekly nav
121,2017-08-30,EBL1STMF,Information for Brokerage House/Merchant Bank regarding Margin Loan,0,0,0,information for brokerage housemerchant bank regarding margin loan
122,2017-08-30,EBL1STMF,Spot News,0,0,0,spot news
123,2017-08-30,EBL1STMF,Information for Unit Holders,0,0,0,information for unit holders
124,2017-08-27,EBL1STMF,Weekly NAV,1,0,0,weekly nav
125,2017-08-20,EBL1STMF,Weekly NAV,1,1,0,weekly nav
126,2017-08-13,EBL1STMF,Weekly NAV,0,0,0,weekly nav
127,2017-08-10,EBL1STMF,Price Limit Open,0,0,0,price limit open
129,2017-08-10,EBL1STMF,Dividend Declaration,0,0,0,dividend declaration
130,2017-08-06,EBL1STMF,Weekly NAV,0,0,0,weekly nav
131,2017-08-02,EBL1STMF,Board Meeting schedule under LR 19(1),1,0,0,board meeting schedule under lr 191
132,2017-07-30,EBL1STMF,Weekly NAV,0,0,1,weekly nav
133,2017-07-23,EBL1STMF,Weekly NAV,0,0,0,weekly nav
134,2017-07-16,EBL1STMF,Weekly NAV,0,0,0,weekly nav
135,2017-07-09,EBL1STMF,Weekly NAV,0,0,0,weekly nav
136,2017-07-02,EBL1STMF,Weekly NAV,0,1,0,weekly nav
137,2017-06-28,EBL1STMF,Weekly NAV,0,0,0,weekly nav
138,2017-06-18,EBL1STMF,Weekly NAV,0,0,1,weekly nav
139,2017-06-11,EBL1STMF,Weekly NAV,0,0,0,weekly nav
140,2017-06-04,EBL1STMF,Weekly NAV,0,1,1,weekly nav
141,2017-05-28,EBL1STMF,Weekly NAV,1,0,0,weekly nav
142,2017-05-21,EBL1STMF,Weekly NAV,0,1,0,weekly nav
143,2017-05-14,EBL1STMF,Weekly NAV,0,0,1,weekly nav
144,2017-05-07,EBL1STMF,Weekly NAV,0,1,0,weekly nav
145,2017-05-02,EBL1STMF,Q3 Financials,1,0,1,q3 financials
